1316608442|0.0|-0.0222168517622
1316608444|0.0|0.0
1316608447|0.0|0.0
1316608449|0.0|0.0
1316608453|0.0|0.0
1316608454|0.0|0.0
1316608458|0.0|0.0
1316608459|0.0|0.0
1316608463|0.0|0.0
1316608465|1.85|0.348743127633
1316608468|2.95|0.592474056748
1316608470|2.95|0.207023443546
1316608474|3.33|0.0699877043416
1316608476|3.33|0.0639078759108
1316608479|3.89|0.103738516126
1316608481|4.38|0.201791944981
1316608486|6.11|0.316961781639
1316608489|7.22|0.339099052382
1316608494|7.22|0.148484911711
1316608495|7.63|0.0728370572682
1316608517|12.1|0.210340194855
1316608522|12.22|0.16746718875
1316608526|13.89|0.188309430563
1316608530|14.88|0.341700279186
1316608544|17.59|0.216025295976
1316608544|18.14|0.229652765484
1316608551|19.44|0.251298117572
1316608554|20.0|0.185901285328
1316608558|20.47|0.138636875034
1316608563|21.67|0.204426735439
1316608580|25.0|0.206905717244
1316608581|25.56|0.213844182079
1316608589|26.89|0.226147702288
1316608590|28.33|0.316303855637
1316608598|28.75|0.20655294657
1316608598|29.3|0.108036358223
1316608605|31.18|0.316710665417
1316608606|31.18|0.241148407488
1316608613|31.67|0.0627009723368
1316608616|32.68|0.151718501672
1316608623|34.66|0.313570256114
1316608624|34.74|0.275457076167
1316608632|36.53|0.190039491713
1316608633|36.53|0.183804239364
1316608642|38.33|0.1922198217
1316608647|38.33|0.132796187894
1316608653|40.15|0.166570323995
1316608658|41.67|0.296955377654
1316608674|43.79|0.168846009488
1316608678|44.35|0.138640047544
1316608681|44.72|0.141771230888
1316608684|45.35|0.15597560635
1316608686|45.55|0.152074561991
1316608693|46.06|0.0744581250846
1316608695|46.21|0.0743211765502
1316608701|46.93|0.122279440603
1316608703|47.49|0.17212083595
1316608711|49.98|0.301407311347
1316608712|49.98|0.257183369194
1316608728|52.37|0.14142896437
1316608728|52.48|0.160789550887
1316608736|54.37|0.238960874702
1316608738|54.44|0.201348339264
1316608745|56.57|0.2401144851
1316608746|56.57|0.255060430005
1316608762|59.17|0.15265131884
1316608764|59.62|0.167384948673
1316608775|61.67|0.188394747306
1316608780|62.73|0.192766534098
1316608786|64.05|0.224336581792
1316608788|64.27|0.201296634878
1316608794|64.61|0.0697859652859
1316608795|64.86|0.078709662973
1316608804|66.32|0.17429293362
1316608805|66.46|0.170243085162
1316608811|67.22|0.127518764888
1316608815|67.22|0.0720257218917
1316608821|69.44|0.225671928372
1316608831|71.11|0.246434851239
1316608835|72.0|0.183908826156
1316608839|73.33|0.277898605525
1316608843|73.89|0.224567862998
1316608850|74.85|0.142141531882
1316608854|76.16|0.199781701751
1316608859|76.8|0.220703810713
1316608863|78.33|0.258958659321
1316608868|78.89|0.233560628213
1316608872|80.0|0.190583140541
1316608881|81.65|0.208282439437
1316608889|82.55|0.145076048755
1316608894|83.54|0.1452802925
1316608899|84.55|0.208580262646
1316608903|85.0|0.170256893772
1316608907|85.56|0.117542990867
1316608909|85.56|0.0836422002546
1316608923|88.33|0.178024556959
1316608923|88.33|0.198430493644
1316608929|89.75|0.24789408356
1316608932|90.56|0.253374885527
1316608937|92.22|0.325313181255
1316608940|92.22|0.213299047136
1316608949|94.44|0.239968115429
1316608950|94.44|0.177372296528
1316608957|95.56|0.149842097433
1316608957|95.56|0.144531459946
1316608964|97.22|0.230889674806
1316608964|97.22|0.23425886069
1316608978|99.67|0.180195553408
1316608979|99.8|0.180639808509
1316609006|100.0|0.0117212740083
1316609006|100.0|0.00735342000413
1316609020|100.0|0.0
1316609020|100.0|0.0
1316609027|100.0|0.0
1316609030|100.0|0.0
1316609038|100.0|0.0
1316609039|100.0|0.0
1316609049|100.0|0.0
1316609050|100.0|0.0
1316609056|100.0|0.0
1316609057|100.0|0.0
1316609067|100.0|0.0
1316609067|100.0|0.0
1316609076|100.0|0.0
1316609077|100.0|0.0
1316609084|100.0|0.0
1316609086|100.0|0.0
1316609093|100.0|0.0
1316609094|100.0|0.0
1316609102|100.0|0.0
1316609104|100.0|0.0
1316609111|100.0|0.0
1316609112|100.0|0.0
1316609119|100.0|0.0
1316609121|100.0|0.0
1316609127|100.0|0.0
1316609130|100.0|0.0
1316609136|100.0|0.0
1316609137|100.0|0.0
1316609145|100.0|0.0
1316609147|100.0|0.0
1316609153|100.0|0.0
1316609155|100.0|0.0
1316609162|100.0|0.0
1316609165|100.0|0.0
1316609169|100.0|0.0
1316609173|100.0|0.0
1316609179|100.0|0.0
1316609180|100.0|0.0
1316609188|100.0|0.0
1316609189|100.0|0.0
1316609196|100.0|0.0
1316609198|100.0|0.0
1316609206|100.0|0.0
1316609207|100.0|0.0
1316609214|100.0|0.0
1316609215|100.0|0.0
1316609221|100.0|0.0
1316609222|100.0|0.0
1316609229|100.0|0.0
1316609231|100.0|0.0
1316609238|100.0|0.0
1316609240|100.0|0.0
1316609247|100.0|0.0
1316609248|100.0|0.0
1316609253|100.0|0.0
1316609254|100.0|0.0
1316609259|100.0|0.0
1316609260|100.0|0.0
1316609267|100.0|0.0
1316609268|100.0|0.0
1316609345|0.0|-1.27481554135
1316609347|0.0|0.0
1316609350|0.0|0.0
1316609352|0.0|0.0
1316609356|0.0|0.0
1316609358|0.0|0.0
1316609362|0.0|0.0
1316609363|0.0|0.0
1316609367|0.0|0.0
1316609368|2.76|0.526741498922
1316609372|3.33|0.634663743958
1316609373|3.33|0.105231462463
1316609377|3.33|0.0
1316609379|3.33|0.0
1316609383|5.43|0.385998043374
1316609385|5.43|0.386491717033
1316609391|6.67|0.154111164714
1316609393|7.22|0.208617145403
1316609397|7.78|0.181733731099
1316609402|9.71|0.292172963719
1316609412|10.38|0.170277888193
1316609420|12.22|0.137233101626
1316609429|14.79|0.258693434344
1316609431|14.79|0.232947095401
1316609441|16.67|0.1542504627
1316609443|16.67|0.155919007924
1316609449|18.89|0.282538001825
1316609450|18.89|0.301703113483
1316609460|20.56|0.163685193595
1316609461|20.56|0.152736014572
1316609470|23.09|0.245462415478
1316609476|24.44|0.268289904578
1316609489|27.78|0.246679440992
1316609490|27.78|0.235155856705
1316609495|28.66|0.132943405034
1316609502|30.49|0.228069441794
1316609506|31.11|0.244283759977
1316609509|31.11|0.0843529381388
1316609519|34.44|0.243034381725
1316609521|34.44|0.272417350138
1316609527|35.24|0.0967710287755
1316609530|36.51|0.236550042478
1316609539|37.79|0.222036294377
1316609542|38.33|0.156223967578
1316609547|39.44|0.196999637518
1316609548|39.44|0.172693994862
1316609568|42.9|0.169996960335
1316609571|43.04|0.157644028616
1316609576|43.76|0.104408706301
1316609580|44.12|0.125651027121
1316609586|44.94|0.118323258054
1316609588|46.11|0.229884554597
1316609600|47.78|0.196767103568
1316609601|47.78|0.135306399074
1316609609|50.33|0.300346668058
1316609609|50.33|0.311984230139
1316609618|51.67|0.153542014436
1316609618|51.67|0.153433907873
1316609627|53.89|0.23318742616
1316609628|53.89|0.21266865025
1316609637|55.56|0.166400209207
1316609638|56.32|0.241604950625
1316609648|58.62|0.284869568761
1316609653|59.44|0.208403204971
1316609657|60.56|0.202737901951
1316609671|62.4|0.170020874466
1316609675|63.13|0.1436544532
1316609678|63.85|0.19997610838
1316609686|64.87|0.158411070806
1316609689|65.2|0.121150707733
